ID_Personne,Nom,Prenom,Adresse,CSP
154,Faure,Pascal,73 Avenue Parmentier,0
155,Lopez,Christine,155 Rue Saint-Antoine,4
156,Laurent,Nicole,170 Boulevard de Rochechouart,2
157,Thomas,Claire,134 Boulevard du Temple,1
158,Gautier,Corinne,55 Avenue des Champs-Elysées,3
159,Roy,Francine,25 Rue Jean-Pierre Timbaud,2
160,Henry,Nathalie,133 Rue de Courcelles,7
161,Dupont,Marie,20 Rue Popincourt,retraité
162,Dupont,Stephane,195 Avenue de Clichy,7
163,Mathieu,Caroline,129 Avenue Hoche,4
164,Lefebvre,Michel,32 Rue Blanche,1
165,Michel,Philippe,13 Rue du Temple,8
166,Mathieu,Christine,103 Boulevard Malesherbes,1
167,Mathieu,Karine,197 Boulevard Pereire,5
168,Henry,Brigitte,134 Avenue Parmentier,6
169,Faure,Sandrine,117 Avenue Hoche,cadre
170,Richard,Valerie,10 Rue Lafayette,7
171,Garcia,Fabrice,127 Boulevard Jules Ferry,
172,Richard,Jean,164 Rue Popincourt,cadres
173,Thomas,Pascal,110 Boulevard du Temple,5
174,Andre,Jacqueline,111 Avenue de Clichy,3
175,Nguyen,Marie,29 Rue Popincourt,5
176,Nguyen,Laetitia,19 Rue Saint-Antoine,1
177,Petit,Caroline,197 Boulevard Beaumarchais,5
178,Garnier,David,65 Rue de la Roquette,7
179,Dubois,Laetitia,177 Avenue Philippe-Auguste,retraité
180,Girard,Camille,47 Boulevard Pereire,8
181,Martinez,Jacqueline,6 Rue de Charonne,7
182,Roche,Olivier,145 Boulevard des Batignolles,6
183,Chevalier,Stephane,154 Rue de Courcelles,2
184,Gerard,Dominique,170 Rue Saint-Maur,0
185,Laurent,Daniel,118 Boulevard Richard-Lenoir,7
186,Noel,Sylvie,100 Boulevard Saint-Germain,7
187,Lefebvre,Julien,22 Rue Jean-Pierre Timbaud,1
188,Fournier,Nicolas,90 Boulevard Voltaire,employé
189,Fournier,Caroline,70 Rue de Prony,5
190,Morel,Monique,96 Boulevard Pereire,5
191,Sanchez,Martine,145 Avenue des Champs-Elysées,7
192,Legrand,Nicole,110 Rue Lafayette,8
193,Chevalier,Michel,27 Boulevard Beaumarchais,2
194,Joly,Philippe,163 Boulevard Jules Ferry,2
195,Roger,Daniel,47 Rue de la Paix,8
196,Richard,Catherine,10 Rue Condorcet,8
197,Lambert,Sylvie,113 Rue Saint-Antoine,agriculteur
198,Petit,,74 Boulevard Pereire,employes
199,,Isabelle,199 Boulevard Beaumarchais,4
200,Nguyen,Christophe,124 Rue de Lévis,6
201,Dupont,Sebastien,98 Rue Oberkampf,8
202,Robin,Philippe,32 Rue de Charonne,8
203,Girard,Laetitia,39 Boulevard de Magenta,6
204,Mercier,Chantal,15 Rue Blanche,2
205,Nicolas,Bernard,5 Rue Saint-Maur,cadre
206,Garcia,Aurelie,153 Rue de Charonne,3
207,Lefebvre,Nicole,175 Rue Popincourt,3
208,Mathieu,Caroline,9 Boulevard Malesherbes,6
209,Martinez,Camille,193 Rue de Belleville,8
210,Durand,Laurent,71 Boulevard du Temple,2
211,Chevalier,Stephanie,101 Avenue de Clichy,3
212,Boyer,Karine,,2
213,Boyer,Celine,79 Rue de la Folie-Méricourt,6
214,Bonnet,Michel,95 Rue du Faubourg Saint-Honoré,5
215,Lefevre,Nicole,136 Rue de la Paix,artisan
216,Michel,Nicolas,150 Boulevard Jules Ferry,8
217,Garcia,Stephane,47 Avenue Trudaine,8
218,Roger,Valerie,104 Boulevard Pereire,ouvrier
219,Masson,Francoise,130 Rue de Belleville,6
220,Vincent,Vincent,93 Rue de la Roquette,artisan
221,Durand,Emma,22 Rue de Rome,2
222,,Alain,58 Avenue de Clichy,1
223,Martinez,Marie,113 Avenue de la République,7
224,Gerard,Francine,123 Rue Lafayette,
225,Legrand,Laetitia,58 Rue Lafayette,6
226,Vincent,Nicole,80 Rue de Ménilmontant,artisan
227,Boyer,David,98 Boulevard de Rochechouart,4
228,Faure,Corinne,118 Rue de la Roquette,sans_activite
229,Martinez,Alain,191 Avenue Hoche,6
230,Morel,Bruno,51 Rue de la Roquette,4
231,Gerard,Marie,99 Boulevard du Temple,2
232,Muller,Emilie,180 Avenue Philippe-Auguste,2
233,Fontaine,Emilie,166 Rue Jean-Pierre Timbaud,
234,Roussel,Oceane,54 Boulevard Pereire,99
235,Bernard,Caroline,156 Rue de Rivoli,2
236,,Claire,64 Avenue Montaigne,6
237,Simon,Jacqueline,114 Rue de Prony,5
238,Robin,Nathalie,66 Rue de Rome,3
239,Masson,Francine,45 Boulevard de Rochechouart,8
240,Simon,Caroline,124 Avenue Victor Hugo,2
241,Michel,Christophe,169 Avenue de la République,NC
242,Girard,Valerie,76 Rue Jean-Pierre Timbaud,1
243,Robert,Christine,7 Boulevard Jules Ferry,
244,Roussel,Michel,110 Avenue des Champs-Elysées,1
245,Gauthier,Dominique,59 Avenue Trudaine,4
246,Duval,Celine,133 Rue de la Folie-Méricourt,4
247,Leroy,Chantal,14 Rue de la Roquette,
248,Girard,Christophe,92 Avenue de Wagram,7
249,Gerard,Patrick,37 Avenue des Champs-Elysées,1
250,Laurent,Nicolas,151 Rue Condorcet,
251,Masson,Sophie,53 Boulevard Jules Ferry,
252,Francois,David,141 Avenue Hoche,7
253,Morel,Camille,137 Boulevard Richard-Lenoir,7
254,Robert,Sylvie,44 Avenue des Champs-Elysées,2
255,Denis,Martine,169 Avenue Hoche,2
256,Vincent,Julien,90 Rue Blanche,cadre
257,Morel,Patrick,132 Boulevard Pereire,5
258,Roy,Lea,189 Rue Lafayette,5
259,Duval,Fabrice,28 Avenue de Wagram,8
260,Moreau,Philippe,87 Avenue Victor Hugo,4
261,Gautier,,158 Rue de Lévis,7
262,Mercier,Francine,44 Rue du Faubourg Saint-Honoré,4
263,Lambert,Claire,,1
264,Joly,Martine,151 Rue Amelot,6
265,Henry,Alain,,1
266,Lefebvre,Christine,26 Avenue des Champs-Elysées,1
267,Joly,Virginie,96 Avenue des Champs-Elysées,5
268,Morin,Julie,171 Rue Saint-Maur,6
269,David,Daniel,61 Avenue de la Bastille,2
270,,Celine,47 Rue Saint-Maur,8
271,Lemaire,Claire,32 Rue de la Roquette,1
272,Henry,Laurent,80 Rue de Courcelles,4
273,Michel,Fabrice,74 Rue de Lévis,3
274,Durand,Camille,187 Rue de Rivoli,2
275,Bertrand,Aurelie,163 Rue Blanche,7
276,Blanc,Francine,29 Rue Amelot,2
277,Lambert,Sarah,161 Rue Lafayette,2
278,Roy,Sophie,43 Rue de Courcelles,7
279,Simon,Dominique,102 Avenue de Clichy,2
280,Michel,Marianne,6 Avenue Victor Hugo,2
281,Richard,Sebastien,46 Rue Amelot,6
282,Muller,Julien,44 Avenue Hoche,6
283,Lambert,David,179 Boulevard Jules Ferry,8
284,Lemaire,Catherine,154 Avenue Victor Hugo,8
285,Roy,Bernard,60 Rue Lafayette,
286,Nicolas,Bruno,,4
287,Martinez,Olivier,27 Boulevard Jules Ferry,6
288,Fontaine,Olivier,63 Rue des Martyrs,6
289,Roussel,Thierry,19 Avenue Parmentier,1
290,David,Daniel,163 Rue Popincourt,9
291,Dupont,Sandrine,147 Rue de la Roquette,4
292,Garnier,Pierre,47 Rue Blanche,99
293,Roux,Eric,169 Rue du Faubourg Saint-Honoré,7
294,Blanc,Francine,24 Avenue Victor Hugo,3
295,Duval,Sylvie,95 Rue de Lévis,2
296,Simon,Chantal,85 Boulevard Haussmann,employé
297,Denis,Karine,136 Rue Blanche,1
298,Durand,Eric,52 Rue Popincourt,artisan
299,Vincent,Corinne,194 Boulevard Saint-Germain,retraité
300,Martinez,Sebastien,185 Rue de Rivoli,2
301,Garnier,,140 Avenue Trudaine,
302,Roux,Sebastien,174 Boulevard de Rochechouart,8
303,Duval,Sylvie,72 Rue Amelot,1
304,Fontaine,Jacqueline,85 Rue Cardinet,5
305,Fontaine,Frederic,58 Rue Popincourt,retraité
306,Nguyen,Delphine,24 Avenue de la République,8
307,Lambert,Lisa,86 Rue Oberkampf,NC
308,Vincent,Karine,8 Rue Popincourt,6
309,Bonnet,Julie,113 Avenue Montaigne,5
310,Durand,Francine,19 Avenue des Champs-Elysées,3
311,Garnier,Marie,9 Rue de Charonne,4
312,Fournier,Christine,189 Rue de Courcelles,5
313,Nicolas,Jacqueline,94 Rue Lafayette,7
314,Duval,Julie,70 Rue Saint-Maur,1
315,Lambert,Oceane,44 Avenue de la Bastille,4
316,Girard,Michel,128 Rue de Belleville,2
317,Lambert,Brigitte,199 Boulevard de Magenta,employé
318,Roy,Laurent,14 Avenue de la Bastille,3
319,David,Sylvie,112 Rue Cardinet,agriculteur
320,Petit,Oceane,139 Rue de Charonne,7
321,Nguyen,Claire,180 Avenue Hoche,1
322,Martin,Oceane,64 Rue Oberkampf,8
323,Roux,Celine,21 Avenue Trudaine,6
324,Sanchez,Patrick,101 Rue Saint-Antoine,0
325,Faure,Francine,160 Boulevard des Batignolles,3
326,Fournier,Jacqueline,49 Avenue de Clichy,X
327,Mathieu,Nicolas,141 Rue de Lévis,5
328,Noel,Frederic,9 Boulevard Saint-Germain,5
329,Roy,Delphine,7 Avenue de la République,4
330,Guerin,Stephanie,45 Rue de Prony,2
331,Petit,Karine,173 Rue Jean-Pierre Timbaud,X
332,Garcia,Pierre,171 Boulevard Haussmann,4
333,,Sophie,13 Rue de Prony,7
334,Muller,Jean,2 Rue de Rivoli,5
335,Masson,Julien,170 Avenue Victor Hugo,8
336,Chevalier,Nicolas,117 Avenue de la République,7
337,Muller,Corinne,155 Rue du Faubourg Saint-Honoré,3
338,Faure,Lea,44 Rue Saint-Maur,1
339,Muller,Celine,164 Rue du Temple,
340,Lefebvre,Fabrice,15 Rue Condorcet,4
341,Lopez,Manon,183 Rue Saint-Maur,1
342,Roger,Sylvie,53 Rue de Rome,4
343,Guerin,Alain,135 Boulevard de Rochechouart,99
344,Roux,Fabrice,122 Avenue Philippe-Auguste,cadre
345,Faure,Michel,132 Rue de la Roquette,6
346,Lambert,Monique,82 Rue Oberkampf,5
347,Noel,Emilie,141 Avenue de Clichy,7
348,Denis,Sebastien,94 Rue Cardinet,7
349,Roussel,Nicole,100 Avenue Parmentier,2
350,Boyer,Brigitte,141 Rue Oberkampf,4
351,Guerin,Sandrine,167 Avenue Parmentier,5
352,David,Stephane,,retraité
353,Lemaire,Monique,58 Rue Amelot,4
354,Gautier,Jean,6 Rue du Faubourg Saint-Honoré,cadres
355,Clement,Emma,36 Avenue Montaigne,6
356,Gerard,Thierry,176 Rue de Courcelles,4
357,Blanc,Patrick,60 Rue de Ménilmontant,6
358,Durand,Monique,200 Rue Saint-Maur,5
359,Roger,Eric,127 Rue de la Folie-Méricourt,6
360,Bernard,Marianne,10 Avenue Ledru-Rollin,6
361,Mercier,Sophie,51 Rue de Lévis,7
362,Gauthier,Lisa,14 Rue de Rome,8
363,Lemaire,Aurelie,137 Rue Blanche,2
364,Michel,Philippe,100 Rue Lafayette,5
365,Fournier,Sebastien,130 Boulevard Richard-Lenoir,8
366,Lefebvre,Caroline,172 Rue de la Folie-Méricourt,3
367,Noel,Stephane,125 Rue Lafayette,retraité
368,Thomas,Francoise,117 Boulevard Richard-Lenoir,2
369,Moreau,Lisa,127 Rue de la Roquette,ouvrier
370,Denis,Jacqueline,40 Avenue Hoche,2
371,Roy,Emilie,81 Avenue de Wagram,cadre
372,Laurent,Anne,25 Boulevard Malesherbes,9
373,,Isabelle,35 Boulevard Jules Ferry,1
374,Clement,Chantal,39 Rue Saint-Antoine,cadre
375,Gerard,Daniel,133 Rue de la Roquette,NC
376,Martin,Jean,7 Rue Cardinet,7
377,Lemaire,Pierre,103 Boulevard Richard-Lenoir,agriculteur
378,Bernard,Alain,182 Avenue de Clichy,3
379,Perrin,Corinne,166 Rue de Lévis,6
380,Nguyen,Isabelle,135 Boulevard Malesherbes,7
381,Robert,Nicole,104 Avenue Montaigne,4
382,Denis,Delphine,44 Rue de Courcelles,1
383,Roger,Oceane,167 Avenue de la Bastille,agriculteur
384,Thomas,Daniel,119 Avenue Ledru-Rollin,0
385,Muller,Jacqueline,108 Boulevard de Rochechouart,profession_intermediaire
386,Roy,Patrick,180 Rue Lafayette,X
387,Rousseau,Camille,185 Rue Condorcet,ouvrier
388,Garnier,Lea,102 Rue Oberkampf,6
389,Simon,Veronique,111 Avenue Philippe-Auguste,6
390,Mathieu,Alain,53 Rue de Lévis,5
391,Bernard,Julien,56 Rue Amelot,ouvrier
392,David,Delphine,34 Avenue Victor Hugo,8
393,Roussel,Anne,158 Avenue de la Bastille,1
394,Nicolas,Claire,66 Rue Jean-Pierre Timbaud,7
395,Lopez,Michel,84 Boulevard Voltaire,8
396,Denis,Nicolas,120 Boulevard Beaumarchais,artisan
397,Garcia,Claire,45 Rue Blanche,4
398,Guerin,Olivier,6 Boulevard de Rochechouart,sans_activite
399,Moreau,Virginie,24 Avenue de la Bastille,3
400,Mathieu,Veronique,162 Boulevard Voltaire,X
401,Bonnet,Daniel,137 Rue Saint-Antoine,2
402,Robin,Oceane,36 Boulevard Haussmann,2
403,Lambert,,83 Boulevard de Magenta,
404,Laurent,Manon,8 Rue de la Folie-Méricourt,3
405,Lambert,Pascale,168 Boulevard Beaumarchais,8
406,Vincent,Monique,83 Rue du Temple,3
407,Bonnet,Martine,170 Boulevard Saint-Germain,6
408,Richard,Eric,76 Avenue de la République,employes
409,Roux,Daniel,93 Avenue Ledru-Rollin,cadres
410,Girard,Francoise,10 Boulevard de Rochechouart,4
411,Perrin,Anne,78 Boulevard Jules Ferry,6
412,Nicolas,Eric,158 Rue de Charonne,8
413,Dubois,Dominique,166 Boulevard Saint-Germain,7
414,Henry,Julie,153 Rue de Rome,artisan
415,Bonnet,Thierry,16 Avenue de Wagram,3
416,Noel,Aurelie,48 Rue Lafayette,6
417,Chevalier,Sandrine,122 Rue Saint-Antoine,2
418,Dubois,Sarah,173 Avenue Philippe-Auguste,agriculteur
419,Leroy,Emma,138 Rue de Prony,1
420,Joly,Caroline,115 Boulevard des Batignolles,4
421,Fontaine,Chantal,21 Rue de Lévis,9
422,Gerard,Bruno,181 Rue de Ménilmontant,NC
423,Girard,Pascale,24 Rue de Ménilmontant,7
424,Richard,Lea,74 Avenue Victor Hugo,7
425,Morel,Patrick,142 Rue Jean-Pierre Timbaud,2
426,Robin,Christophe,65 Rue de Lévis,
427,Sanchez,Nicolas,179 Avenue de la République,5
428,Durand,Alain,74 Avenue de Wagram,4
429,Bertrand,Pascal,118 Rue Amelot,4
430,Denis,Daniel,116 Rue Blanche,cadre
431,Lemaire,Oceane,153 Boulevard Voltaire,8
432,Rousseau,Marianne,74 Avenue des Champs-Elysées,2
433,Robin,Pierre,116 Avenue de la République,3
434,Martinez,Caroline,66 Boulevard Pereire,5
435,Roussel,Christine,153 Rue Blanche,2
436,Richard,Catherine,46 Rue de Ménilmontant,employes
437,Fontaine,Philippe,6 Avenue Ledru-Rollin,99
438,Lemaire,Isabelle,114 Avenue Philippe-Auguste,
439,Fontaine,Bernard,18 Boulevard de Rochechouart,1
440,Roche,Manon,185 Avenue Philippe-Auguste,8
441,Girard,Dominique,67 Boulevard Voltaire,7
442,Roussel,Camille,169 Boulevard Haussmann,3
443,Morin,Valerie,193 Rue Blanche,1
444,Chevalier,Laetitia,125 Boulevard Malesherbes,2
445,Thomas,Chantal,43 Boulevard Haussmann,1
446,Roussel,Chantal,91 Boulevard des Batignolles,1
447,Durand,Thierry,102 Boulevard de Magenta,8
448,Thomas,Isabelle,140 Boulevard Richard-Lenoir,cadre
449,Nicolas,Aurelie,52 Rue Jean-Pierre Timbaud,5
450,Dumont,Michel,58 Rue Oberkampf,profession_intermediaire
451,Martinez,Celine,76 Rue Blanche,3
452,Laurent,Celine,103 Boulevard Voltaire,1
453,Laurent,Brigitte,106 Rue de Ménilmontant,7
454,Roy,Veronique,154 Avenue Victor Hugo,8
455,Gerard,Alain,147 Avenue de Wagram,NC
456,Muller,Stephane,85 Rue de Ménilmontant,4
457,Gauthier,Frederic,134 Rue des Martyrs,3
458,Robin,Michel,17 Boulevard de Rochechouart,6
459,Morin,Stephanie,61 Avenue des Champs-Elysées,6
460,Lopez,Claire,4 Avenue Trudaine,2
461,Fournier,Brigitte,22 Avenue de la Bastille,X
462,Roger,,120 Boulevard Pereire,1
463,Henry,Delphine,71 Avenue de la République,7
464,Sanchez,Christophe,168 Avenue Parmentier,1
465,Lefevre,Philippe,15 Boulevard Saint-Germain,X
466,Thomas,Pascale,133 Boulevard de Rochechouart,sans_activite
467,Fontaine,Veronique,73 Boulevard de Rochechouart,4
468,Simon,Jean,94 Boulevard Haussmann,7
469,Sanchez,Anne,150 Rue Oberkampf,2
470,Nicolas,Oceane,180 Avenue Hoche,8
471,Roy,Pascale,16 Rue Saint-Antoine,7
472,Lopez,Sandrine,22 Avenue de la Bastille,5
473,Guerin,Laetitia,161 Boulevard Pereire,3
474,Roger,Marie,28 Boulevard Pereire,3
475,Duval,Catherine,162 Rue Jean-Pierre Timbaud,5
476,Chevalier,Dominique,96 Rue Saint-Maur,4
477,Dupont,Lea,51 Rue de Lévis,2
478,Andre,Anne,124 Rue de Belleville,agriculteur
479,Faure,Pascale,50 Avenue des Champs-Elysées,artisan
480,Dubois,Emilie,178 Boulevard Haussmann,2
481,Boyer,Karine,93 Rue de Lévis,employé
482,Gauthier,Sandrine,137 Avenue de Wagram,8
483,Michel,Pascal,192 Rue Cardinet,8
484,Gauthier,Frederic,151 Rue du Faubourg Saint-Honoré,5
485,Legrand,Emilie,189 Rue Popincourt,employes
486,Fontaine,Marianne,16 Boulevard Haussmann,7
487,Faure,Anne,18 Rue de Belleville,1
488,Roger,Bruno,145 Rue de Charonne,3
489,Nicolas,Catherine,17 Avenue de la République,6
490,Noel,Philippe,139 Rue de Rome,4
491,Fontaine,Pascal,13 Rue Blanche,4
492,David,Sebastien,144 Rue de Rivoli,sans_activite
493,Lefevre,Patrick,137 Boulevard de Rochechouart,1
494,David,Alain,187 Rue de Charonne,4
495,Lopez,Delphine,200 Avenue Trudaine,2
496,Legrand,Laetitia,113 Rue de Ménilmontant,3
497,Garcia,Julie,89 Avenue Philippe-Auguste,3
498,Petit,Chantal,180 Rue Condorcet,5
499,Masson,Monique,169 Avenue Trudaine,7
500,Boyer,Catherine,136 Rue de Lévis,7
501,Martinez,Frederic,105 Rue Blanche,1
502,Martin,Delphine,44 Rue de Charonne,99
503,Robert,Jacqueline,46 Avenue Victor Hugo,X
504,David,Emilie,30 Avenue de la Bastille,2
505,Vincent,Nicolas,102 Rue de Belleville,4
506,Petit,Valerie,44 Boulevard Pereire,ouvrier
507,Masson,Martine,,agriculteur
508,Lemaire,Francine,194 Rue de Ménilmontant,2
509,Morin,Stephanie,126 Rue de Ménilmontant,8
510,Andre,Chantal,168 Rue Popincourt,2
511,Roy,Vincent,135 Rue Cardinet,
512,Faure,Aurelie,32 Rue Condorcet,5
513,Morel,Oceane,29 Boulevard Saint-Germain,
514,Masson,Jean,78 Avenue Trudaine,2
515,David,Pascal,140 Avenue de la Bastille,8
516,Robert,Sarah,182 Rue de Lévis,1
517,Bonnet,Valerie,67 Rue Lafayette,5
518,Andre,Sophie,128 Rue Condorcet,5
519,Chevalier,Julien,84 Rue Lafayette,sans_activite
520,Rousseau,Virginie,97 Rue Blanche,1
521,Robin,Dominique,133 Rue de Rome,1
522,Masson,Pierre,142 Rue de la Folie-Méricourt,cadre
523,Chevalier,David,21 Boulevard Beaumarchais,5
524,Duval,Daniel,69 Avenue des Champs-Elysées,7
525,Nguyen,Vincent,178 Avenue Montaigne,5
526,Andre,Monique,8 Avenue Hoche,5
527,Clement,Corinne,129 Rue de la Paix,4
528,Mercier,Emma,185 Boulevard Haussmann,1
529,Roger,Francine,,5
