ID_Personne,Nom,Prenom,Adresse,CSP
114,Lefebvre,Oceane,71 Rue Oberkampf,0
115,Morin,Brigitte,85 Boulevard Voltaire,4
116,Moreau,Jean,69 Rue De Courcelles,3
117,Francois,Sebastien,183 Avenue De Wagram,0
118,Henry,Bruno,36 Avenue Victor Hugo,0
119,Roger,Delphine,123 Rue Popincourt,1
120,Richard,Bruno,67 Boulevard Haussmann,4
121,Dumont,Francoise,162 Rue Du Faubourg Saint-Honoré,0
122,David,Vincent,121 Avenue Victor Hugo,3
123,Simon,Martine,129 Rue Des Martyrs,3
124,Henry,Laurent,12 Avenue Philippe-Auguste,0
125,Blanc,Francoise,Adresse_Inconnue,0
126,Legrand,Celine,48 Rue Amelot,3
127,Gerard,Nathalie,88 Avenue De Wagram,0
128,Legrand,Laetitia,86 Rue Blanche,0
129,Duval,Lea,20 Rue De La Paix,3
130,Masson,David,130 Rue Jean-Pierre Timbaud,0
131,Robert,Anne,191 Rue De Belleville,0
132,Garcia,Isabelle,61 Boulevard Richard-Lenoir,4
133,Garcia,Pascal,53 Rue De Rome,0
134,Dubois,Brigitte,197 Avenue Parmentier,1
135,Gautier,Thierry,189 Avenue Parmentier,0
136,Dumont,Nicolas,6 Boulevard Malesherbes,4
137,Duval,Thierry,158 Avenue De La République,0
138,Lambert,Aurelie,15 Boulevard Saint-Germain,2
139,Dubois,Francoise,156 Avenue Montaigne,0
140,Nicolas,Bruno,43 Rue Amelot,0
141,Chevalier,Camille,172 Avenue Parmentier,2
142,Fontaine,Julien,191 Rue Oberkampf,0
143,Duval,Julie,5 Rue De Lévis,1
144,Mercier,Philippe,115 Avenue De Wagram,0
145,Masson,Jean,143 Rue De Ménilmontant,4
146,Sanchez,Christine,128 Avenue Trudaine,0
147,Blanc,Emilie,14 Rue De La Roquette,0
148,Muller,Patrick,88 Rue De La Paix,4
149,Gautier,Martine,187 Rue De Rome,0
150,Leroy,Camille,94 Boulevard Jules Ferry,2
151,Martinez,Manon,21 Rue Saint-Maur,0
152,Boyer,Vincent,69 Boulevard Haussmann,4
153,Bonnet,Inconnu,74 Rue Lafayette,0
154,Faure,Pascal,73 Avenue Parmentier,0
155,Lopez,Christine,155 Rue Saint-Antoine,4
156,Laurent,Nicole,170 Boulevard De Rochechouart,2
157,Thomas,Claire,134 Boulevard Du Temple,1
158,Gautier,Corinne,55 Avenue Des Champs-Elysées,3
159,Roy,Francine,25 Rue Jean-Pierre Timbaud,2
160,Henry,Nathalie,133 Rue De Courcelles,0
161,Dupont,Marie,20 Rue Popincourt,4
162,Dupont,Stephane,195 Avenue De Clichy,0
163,Mathieu,Caroline,129 Avenue Hoche,4
164,Lefebvre,Michel,32 Rue Blanche,1
165,Michel,Philippe,13 Rue Du Temple,0
166,Mathieu,Christine,103 Boulevard Malesherbes,1
167,Mathieu,Karine,197 Boulevard Pereire,0
168,Henry,Brigitte,134 Avenue Parmentier,0
169,Faure,Sandrine,117 Avenue Hoche,1
170,Richard,Valerie,10 Rue Lafayette,0
171,Garcia,Fabrice,127 Boulevard Jules Ferry,0
172,Richard,Jean,164 Rue Popincourt,0
173,Thomas,Pascal,110 Boulevard Du Temple,0
174,Andre,Jacqueline,111 Avenue De Clichy,3
175,Nguyen,Marie,29 Rue Popincourt,0
176,Nguyen,Laetitia,19 Rue Saint-Antoine,1
177,Petit,Caroline,197 Boulevard Beaumarchais,0
178,Garnier,David,65 Rue De La Roquette,0
179,Dubois,Laetitia,177 Avenue Philippe-Auguste,4
180,Girard,Camille,47 Boulevard Pereire,0
181,Martinez,Jacqueline,6 Rue De Charonne,0
182,Roche,Olivier,145 Boulevard Des Batignolles,0
183,Chevalier,Stephane,154 Rue De Courcelles,2
184,Gerard,Dominique,170 Rue Saint-Maur,0
185,Laurent,Daniel,118 Boulevard Richard-Lenoir,0
186,Noel,Sylvie,100 Boulevard Saint-Germain,0
187,Lefebvre,Julien,22 Rue Jean-Pierre Timbaud,1
188,Fournier,Nicolas,90 Boulevard Voltaire,2
189,Fournier,Caroline,70 Rue De Prony,0
190,Morel,Monique,96 Boulevard Pereire,0
191,Sanchez,Martine,145 Avenue Des Champs-Elysées,0
192,Legrand,Nicole,110 Rue Lafayette,0
193,Chevalier,Michel,27 Boulevard Beaumarchais,2
194,Joly,Philippe,163 Boulevard Jules Ferry,2
195,Roger,Daniel,47 Rue De La Paix,0
196,Richard,Catherine,10 Rue Condorcet,0
197,Lambert,Sylvie,113 Rue Saint-Antoine,0
198,Petit,Inconnu,74 Boulevard Pereire,0
199,Inconnu,Isabelle,199 Boulevard Beaumarchais,4
200,Nguyen,Christophe,124 Rue De Lévis,0
201,Dupont,Sebastien,98 Rue Oberkampf,0
202,Robin,Philippe,32 Rue De Charonne,0
203,Girard,Laetitia,39 Boulevard De Magenta,0
204,Mercier,Chantal,15 Rue Blanche,2
205,Nicolas,Bernard,5 Rue Saint-Maur,1
206,Garcia,Aurelie,153 Rue De Charonne,3
207,Lefebvre,Nicole,175 Rue Popincourt,3
208,Mathieu,Caroline,9 Boulevard Malesherbes,0
209,Martinez,Camille,193 Rue De Belleville,0
210,Durand,Laurent,71 Boulevard Du Temple,2
211,Chevalier,Stephanie,101 Avenue De Clichy,3
212,Boyer,Karine,Adresse_Inconnue,2
213,Boyer,Celine,79 Rue De La Folie-Méricourt,0
214,Bonnet,Michel,95 Rue Du Faubourg Saint-Honoré,0
215,Lefevre,Nicole,136 Rue De La Paix,0
216,Michel,Nicolas,150 Boulevard Jules Ferry,0
217,Garcia,Stephane,47 Avenue Trudaine,0
218,Roger,Valerie,104 Boulevard Pereire,3
219,Masson,Francoise,130 Rue De Belleville,0
220,Vincent,Vincent,93 Rue De La Roquette,0
221,Durand,Emma,22 Rue De Rome,2
222,Inconnu,Alain,58 Avenue De Clichy,1
223,Martinez,Marie,113 Avenue De La République,0
224,Gerard,Francine,123 Rue Lafayette,0
225,Legrand,Laetitia,58 Rue Lafayette,0
226,Vincent,Nicole,80 Rue De Ménilmontant,0
227,Boyer,David,98 Boulevard De Rochechouart,4
228,Faure,Corinne,118 Rue De La Roquette,0
229,Martinez,Alain,191 Avenue Hoche,0
230,Morel,Bruno,51 Rue De La Roquette,4
231,Gerard,Marie,99 Boulevard Du Temple,2
232,Muller,Emilie,180 Avenue Philippe-Auguste,2
233,Fontaine,Emilie,166 Rue Jean-Pierre Timbaud,0
234,Roussel,Oceane,54 Boulevard Pereire,0
235,Bernard,Caroline,156 Rue De Rivoli,2
236,Inconnu,Claire,64 Avenue Montaigne,0
237,Simon,Jacqueline,114 Rue De Prony,0
238,Robin,Nathalie,66 Rue De Rome,3
239,Masson,Francine,45 Boulevard De Rochechouart,0
240,Simon,Caroline,124 Avenue Victor Hugo,2
241,Michel,Christophe,169 Avenue De La République,0
242,Girard,Valerie,76 Rue Jean-Pierre Timbaud,1
243,Robert,Christine,7 Boulevard Jules Ferry,0
244,Roussel,Michel,110 Avenue Des Champs-Elysées,1
245,Gauthier,Dominique,59 Avenue Trudaine,4
246,Duval,Celine,133 Rue De La Folie-Méricourt,4
247,Leroy,Chantal,14 Rue De La Roquette,0
248,Girard,Christophe,92 Avenue De Wagram,0
249,Gerard,Patrick,37 Avenue Des Champs-Elysées,1
250,Laurent,Nicolas,151 Rue Condorcet,0
251,Masson,Sophie,53 Boulevard Jules Ferry,0
252,Francois,David,141 Avenue Hoche,0
253,Morel,Camille,137 Boulevard Richard-Lenoir,0
254,Robert,Sylvie,44 Avenue Des Champs-Elysées,2
255,Denis,Martine,169 Avenue Hoche,2
256,Vincent,Julien,90 Rue Blanche,1
257,Morel,Patrick,132 Boulevard Pereire,0
258,Roy,Lea,189 Rue Lafayette,0
259,Duval,Fabrice,28 Avenue De Wagram,0
260,Moreau,Philippe,87 Avenue Victor Hugo,4
261,Gautier,Inconnu,158 Rue De Lévis,0
262,Mercier,Francine,44 Rue Du Faubourg Saint-Honoré,4
263,Lambert,Claire,Adresse_Inconnue,1
264,Joly,Martine,151 Rue Amelot,0
265,Henry,Alain,Adresse_Inconnue,1
266,Lefebvre,Christine,26 Avenue Des Champs-Elysées,1
267,Joly,Virginie,96 Avenue Des Champs-Elysées,0
268,Morin,Julie,171 Rue Saint-Maur,0
269,David,Daniel,61 Avenue De La Bastille,2
270,Inconnu,Celine,47 Rue Saint-Maur,0
271,Lemaire,Claire,32 Rue De La Roquette,1
272,Henry,Laurent,80 Rue De Courcelles,4
273,Michel,Fabrice,74 Rue De Lévis,3
274,Durand,Camille,187 Rue De Rivoli,2
275,Bertrand,Aurelie,163 Rue Blanche,0
276,Blanc,Francine,29 Rue Amelot,2
277,Lambert,Sarah,161 Rue Lafayette,2
278,Roy,Sophie,43 Rue De Courcelles,0
279,Simon,Dominique,102 Avenue De Clichy,2
280,Michel,Marianne,6 Avenue Victor Hugo,2
281,Richard,Sebastien,46 Rue Amelot,0
282,Muller,Julien,44 Avenue Hoche,0
283,Lambert,David,179 Boulevard Jules Ferry,0
284,Lemaire,Catherine,154 Avenue Victor Hugo,0
285,Roy,Bernard,60 Rue Lafayette,0
286,Nicolas,Bruno,Adresse_Inconnue,4
287,Martinez,Olivier,27 Boulevard Jules Ferry,0
288,Fontaine,Olivier,63 Rue Des Martyrs,0
289,Roussel,Thierry,19 Avenue Parmentier,1
290,David,Daniel,163 Rue Popincourt,0
291,Dupont,Sandrine,147 Rue De La Roquette,4
292,Garnier,Pierre,47 Rue Blanche,0
293,Roux,Eric,169 Rue Du Faubourg Saint-Honoré,0
294,Blanc,Francine,24 Avenue Victor Hugo,3
295,Duval,Sylvie,95 Rue De Lévis,2
296,Simon,Chantal,85 Boulevard Haussmann,2
297,Denis,Karine,136 Rue Blanche,1
298,Durand,Eric,52 Rue Popincourt,0
299,Vincent,Corinne,194 Boulevard Saint-Germain,4
300,Martinez,Sebastien,185 Rue De Rivoli,2
301,Garnier,Inconnu,140 Avenue Trudaine,0
302,Roux,Sebastien,174 Boulevard De Rochechouart,0
303,Duval,Sylvie,72 Rue Amelot,1
304,Fontaine,Jacqueline,85 Rue Cardinet,0
305,Fontaine,Frederic,58 Rue Popincourt,4
306,Nguyen,Delphine,24 Avenue De La République,0
307,Lambert,Lisa,86 Rue Oberkampf,0
308,Vincent,Karine,8 Rue Popincourt,0
309,Bonnet,Julie,113 Avenue Montaigne,0
310,Durand,Francine,19 Avenue Des Champs-Elysées,3
311,Garnier,Marie,9 Rue De Charonne,4
312,Fournier,Christine,189 Rue De Courcelles,0
313,Nicolas,Jacqueline,94 Rue Lafayette,0
314,Duval,Julie,70 Rue Saint-Maur,1
315,Lambert,Oceane,44 Avenue De La Bastille,4
316,Girard,Michel,128 Rue De Belleville,2
317,Lambert,Brigitte,199 Boulevard De Magenta,2
318,Roy,Laurent,14 Avenue De La Bastille,3
319,David,Sylvie,112 Rue Cardinet,0
320,Petit,Oceane,139 Rue De Charonne,0
321,Nguyen,Claire,180 Avenue Hoche,1
322,Martin,Oceane,64 Rue Oberkampf,0
323,Roux,Celine,21 Avenue Trudaine,0
324,Sanchez,Patrick,101 Rue Saint-Antoine,0
325,Faure,Francine,160 Boulevard Des Batignolles,3
326,Fournier,Jacqueline,49 Avenue De Clichy,0
327,Mathieu,Nicolas,141 Rue De Lévis,0
328,Noel,Frederic,9 Boulevard Saint-Germain,0
329,Roy,Delphine,7 Avenue De La République,4
330,Guerin,Stephanie,45 Rue De Prony,2
331,Petit,Karine,173 Rue Jean-Pierre Timbaud,0
332,Garcia,Pierre,171 Boulevard Haussmann,4
333,Inconnu,Sophie,13 Rue De Prony,0
334,Muller,Jean,2 Rue De Rivoli,0
335,Masson,Julien,170 Avenue Victor Hugo,0
336,Chevalier,Nicolas,117 Avenue De La République,0
337,Muller,Corinne,155 Rue Du Faubourg Saint-Honoré,3
338,Faure,Lea,44 Rue Saint-Maur,1
339,Muller,Celine,164 Rue Du Temple,0
340,Lefebvre,Fabrice,15 Rue Condorcet,4
341,Lopez,Manon,183 Rue Saint-Maur,1
342,Roger,Sylvie,53 Rue De Rome,4
343,Guerin,Alain,135 Boulevard De Rochechouart,0
344,Roux,Fabrice,122 Avenue Philippe-Auguste,1
345,Faure,Michel,132 Rue De La Roquette,0
346,Lambert,Monique,82 Rue Oberkampf,0
347,Noel,Emilie,141 Avenue De Clichy,0
348,Denis,Sebastien,94 Rue Cardinet,0
349,Roussel,Nicole,100 Avenue Parmentier,2
350,Boyer,Brigitte,141 Rue Oberkampf,4
351,Guerin,Sandrine,167 Avenue Parmentier,0
352,David,Stephane,Adresse_Inconnue,4
353,Lemaire,Monique,58 Rue Amelot,4
354,Gautier,Jean,6 Rue Du Faubourg Saint-Honoré,0
355,Clement,Emma,36 Avenue Montaigne,0
356,Gerard,Thierry,176 Rue De Courcelles,4
357,Blanc,Patrick,60 Rue De Ménilmontant,0
358,Durand,Monique,200 Rue Saint-Maur,0
359,Roger,Eric,127 Rue De La Folie-Méricourt,0
360,Bernard,Marianne,10 Avenue Ledru-Rollin,0
361,Mercier,Sophie,51 Rue De Lévis,0
362,Gauthier,Lisa,14 Rue De Rome,0
363,Lemaire,Aurelie,137 Rue Blanche,2
364,Michel,Philippe,100 Rue Lafayette,0
365,Fournier,Sebastien,130 Boulevard Richard-Lenoir,0
366,Lefebvre,Caroline,172 Rue De La Folie-Méricourt,3
367,Noel,Stephane,125 Rue Lafayette,4
368,Thomas,Francoise,117 Boulevard Richard-Lenoir,2
369,Moreau,Lisa,127 Rue De La Roquette,3
370,Denis,Jacqueline,40 Avenue Hoche,2
371,Roy,Emilie,81 Avenue De Wagram,1
372,Laurent,Anne,25 Boulevard Malesherbes,0
373,Inconnu,Isabelle,35 Boulevard Jules Ferry,1
374,Clement,Chantal,39 Rue Saint-Antoine,1
375,Gerard,Daniel,133 Rue De La Roquette,0
376,Martin,Jean,7 Rue Cardinet,0
377,Lemaire,Pierre,103 Boulevard Richard-Lenoir,0
378,Bernard,Alain,182 Avenue De Clichy,3
379,Perrin,Corinne,166 Rue De Lévis,0
380,Nguyen,Isabelle,135 Boulevard Malesherbes,0
381,Robert,Nicole,104 Avenue Montaigne,4
382,Denis,Delphine,44 Rue De Courcelles,1
383,Roger,Oceane,167 Avenue De La Bastille,0
384,Thomas,Daniel,119 Avenue Ledru-Rollin,0
385,Muller,Jacqueline,108 Boulevard De Rochechouart,0
386,Roy,Patrick,180 Rue Lafayette,0
387,Rousseau,Camille,185 Rue Condorcet,3
388,Garnier,Lea,102 Rue Oberkampf,0
389,Simon,Veronique,111 Avenue Philippe-Auguste,0
390,Mathieu,Alain,53 Rue De Lévis,0
391,Bernard,Julien,56 Rue Amelot,3
392,David,Delphine,34 Avenue Victor Hugo,0
393,Roussel,Anne,158 Avenue De La Bastille,1
394,Nicolas,Claire,66 Rue Jean-Pierre Timbaud,0
395,Lopez,Michel,84 Boulevard Voltaire,0
396,Denis,Nicolas,120 Boulevard Beaumarchais,0
397,Garcia,Claire,45 Rue Blanche,4
398,Guerin,Olivier,6 Boulevard De Rochechouart,0
399,Moreau,Virginie,24 Avenue De La Bastille,3
400,Mathieu,Veronique,162 Boulevard Voltaire,0
401,Bonnet,Daniel,137 Rue Saint-Antoine,2
402,Robin,Oceane,36 Boulevard Haussmann,2
403,Lambert,Inconnu,83 Boulevard De Magenta,0
404,Laurent,Manon,8 Rue De La Folie-Méricourt,3
405,Lambert,Pascale,168 Boulevard Beaumarchais,0
406,Vincent,Monique,83 Rue Du Temple,3
407,Bonnet,Martine,170 Boulevard Saint-Germain,0
408,Richard,Eric,76 Avenue De La République,0
409,Roux,Daniel,93 Avenue Ledru-Rollin,0
410,Girard,Francoise,10 Boulevard De Rochechouart,4
411,Perrin,Anne,78 Boulevard Jules Ferry,0
412,Nicolas,Eric,158 Rue De Charonne,0
413,Dubois,Dominique,166 Boulevard Saint-Germain,0
414,Henry,Julie,153 Rue De Rome,0
415,Bonnet,Thierry,16 Avenue De Wagram,3
416,Noel,Aurelie,48 Rue Lafayette,0
417,Chevalier,Sandrine,122 Rue Saint-Antoine,2
418,Dubois,Sarah,173 Avenue Philippe-Auguste,0
419,Leroy,Emma,138 Rue De Prony,1
420,Joly,Caroline,115 Boulevard Des Batignolles,4
421,Fontaine,Chantal,21 Rue De Lévis,0
422,Gerard,Bruno,181 Rue De Ménilmontant,0
423,Girard,Pascale,24 Rue De Ménilmontant,0
424,Richard,Lea,74 Avenue Victor Hugo,0
425,Morel,Patrick,142 Rue Jean-Pierre Timbaud,2
426,Robin,Christophe,65 Rue De Lévis,0
427,Sanchez,Nicolas,179 Avenue De La République,0
428,Durand,Alain,74 Avenue De Wagram,4
429,Bertrand,Pascal,118 Rue Amelot,4
430,Denis,Daniel,116 Rue Blanche,1
431,Lemaire,Oceane,153 Boulevard Voltaire,0
432,Rousseau,Marianne,74 Avenue Des Champs-Elysées,2
433,Robin,Pierre,116 Avenue De La République,3
434,Martinez,Caroline,66 Boulevard Pereire,0
435,Roussel,Christine,153 Rue Blanche,2
436,Richard,Catherine,46 Rue De Ménilmontant,0
437,Fontaine,Philippe,6 Avenue Ledru-Rollin,0
438,Lemaire,Isabelle,114 Avenue Philippe-Auguste,0
439,Fontaine,Bernard,18 Boulevard De Rochechouart,1
440,Roche,Manon,185 Avenue Philippe-Auguste,0
441,Girard,Dominique,67 Boulevard Voltaire,0
442,Roussel,Camille,169 Boulevard Haussmann,3
443,Morin,Valerie,193 Rue Blanche,1
444,Chevalier,Laetitia,125 Boulevard Malesherbes,2
445,Thomas,Chantal,43 Boulevard Haussmann,1
446,Roussel,Chantal,91 Boulevard Des Batignolles,1
447,Durand,Thierry,102 Boulevard De Magenta,0
448,Thomas,Isabelle,140 Boulevard Richard-Lenoir,1
449,Nicolas,Aurelie,52 Rue Jean-Pierre Timbaud,0
450,Dumont,Michel,58 Rue Oberkampf,0
451,Martinez,Celine,76 Rue Blanche,3
452,Laurent,Celine,103 Boulevard Voltaire,1
453,Laurent,Brigitte,106 Rue De Ménilmontant,0
454,Roy,Veronique,154 Avenue Victor Hugo,0
455,Gerard,Alain,147 Avenue De Wagram,0
456,Muller,Stephane,85 Rue De Ménilmontant,4
457,Gauthier,Frederic,134 Rue Des Martyrs,3
458,Robin,Michel,17 Boulevard De Rochechouart,0
459,Morin,Stephanie,61 Avenue Des Champs-Elysées,0
460,Lopez,Claire,4 Avenue Trudaine,2
461,Fournier,Brigitte,22 Avenue De La Bastille,0
462,Roger,Inconnu,120 Boulevard Pereire,1
463,Henry,Delphine,71 Avenue De La République,0
464,Sanchez,Christophe,168 Avenue Parmentier,1
465,Lefevre,Philippe,15 Boulevard Saint-Germain,0
466,Thomas,Pascale,133 Boulevard De Rochechouart,0
467,Fontaine,Veronique,73 Boulevard De Rochechouart,4
468,Simon,Jean,94 Boulevard Haussmann,0
469,Sanchez,Anne,150 Rue Oberkampf,2
470,Nicolas,Oceane,180 Avenue Hoche,0
471,Roy,Pascale,16 Rue Saint-Antoine,0
472,Lopez,Sandrine,22 Avenue De La Bastille,0
473,Guerin,Laetitia,161 Boulevard Pereire,3
474,Roger,Marie,28 Boulevard Pereire,3
475,Duval,Catherine,162 Rue Jean-Pierre Timbaud,0
476,Chevalier,Dominique,96 Rue Saint-Maur,4
477,Dupont,Lea,51 Rue De Lévis,2
478,Andre,Anne,124 Rue De Belleville,0
479,Faure,Pascale,50 Avenue Des Champs-Elysées,0
480,Dubois,Emilie,178 Boulevard Haussmann,2
481,Boyer,Karine,93 Rue De Lévis,2
482,Gauthier,Sandrine,137 Avenue De Wagram,0
483,Michel,Pascal,192 Rue Cardinet,0
484,Gauthier,Frederic,151 Rue Du Faubourg Saint-Honoré,0
485,Legrand,Emilie,189 Rue Popincourt,0
486,Fontaine,Marianne,16 Boulevard Haussmann,0
487,Faure,Anne,18 Rue De Belleville,1
488,Roger,Bruno,145 Rue De Charonne,3
489,Nicolas,Catherine,17 Avenue De La République,0
490,Noel,Philippe,139 Rue De Rome,4
491,Fontaine,Pascal,13 Rue Blanche,4
492,David,Sebastien,144 Rue De Rivoli,0
493,Lefevre,Patrick,137 Boulevard De Rochechouart,1
494,David,Alain,187 Rue De Charonne,4
495,Lopez,Delphine,200 Avenue Trudaine,2
496,Legrand,Laetitia,113 Rue De Ménilmontant,3
497,Garcia,Julie,89 Avenue Philippe-Auguste,3
498,Petit,Chantal,180 Rue Condorcet,0
499,Masson,Monique,169 Avenue Trudaine,0
500,Boyer,Catherine,136 Rue De Lévis,0
501,Martinez,Frederic,105 Rue Blanche,1
502,Martin,Delphine,44 Rue De Charonne,0
503,Robert,Jacqueline,46 Avenue Victor Hugo,0
504,David,Emilie,30 Avenue De La Bastille,2
505,Vincent,Nicolas,102 Rue De Belleville,4
506,Petit,Valerie,44 Boulevard Pereire,3
507,Masson,Martine,Adresse_Inconnue,0
508,Lemaire,Francine,194 Rue De Ménilmontant,2
509,Morin,Stephanie,126 Rue De Ménilmontant,0
510,Andre,Chantal,168 Rue Popincourt,2
511,Roy,Vincent,135 Rue Cardinet,0
512,Faure,Aurelie,32 Rue Condorcet,0
513,Morel,Oceane,29 Boulevard Saint-Germain,0
514,Masson,Jean,78 Avenue Trudaine,2
515,David,Pascal,140 Avenue De La Bastille,0
516,Robert,Sarah,182 Rue De Lévis,1
517,Bonnet,Valerie,67 Rue Lafayette,0
518,Andre,Sophie,128 Rue Condorcet,0
519,Chevalier,Julien,84 Rue Lafayette,0
520,Rousseau,Virginie,97 Rue Blanche,1
521,Robin,Dominique,133 Rue De Rome,1
522,Masson,Pierre,142 Rue De La Folie-Méricourt,1
523,Chevalier,David,21 Boulevard Beaumarchais,0
524,Duval,Daniel,69 Avenue Des Champs-Elysées,0
525,Nguyen,Vincent,178 Avenue Montaigne,0
526,Andre,Monique,8 Avenue Hoche,0
527,Clement,Corinne,129 Rue De La Paix,4
528,Mercier,Emma,185 Boulevard Haussmann,1
