ID_Personne,Nom,Prenom,Adresse,CSP
100037,Petit,Karine,54 Rue Du Commerce,0
100038,Faure,Francoise,28 Avenue Carnot,4
100039,Roger,Valerie,102 Avenue Carnot,0
100040,Gerard,Pierre,51 Rue Pasteur,3
100041,Bernard,Nathalie,56 Boulevard Clemenceau,2
100042,Roy,Nathalie,92 Avenue Des Lilas,0
100043,Lambert,Catherine,139 Avenue Des Écoles,0
100044,Blanc,Manon,75 Avenue François Mitterrand,1
100045,Robert,Nathalie,53 Rue Du Stade,3
100046,Guerin,Catherine,128 Rue De L'Essonne,2
100047,Gerard,Julie,138 Rue De La République,0
100048,Petit,Dominique,45 Boulevard Clemenceau,0
100049,Rousseau,Claire,25 Avenue Du Parc,0
100050,Petit,Sylvie,109 Avenue Jean Jaurès,2
100051,Andre,Marianne,149 Avenue Du Parc,1
100052,Denis,Chantal,40 Avenue Des Lilas,0
100053,Richard,Alain,40 Boulevard De L'Hôpital,1
100054,Garnier,Patrick,2 Boulevard De La Paix,0
100055,Roche,Lea,22 Rue Gambetta,0
100056,Chevalier,Oceane,9 Rue Nationale,0
100057,Mathieu,Caroline,131 Avenue Des Tilleuls,0
100058,Durand,Aurelie,84 Avenue Des Lilas,0
100059,Girard,Sandrine,5 Rue De La République,1
100060,Roux,Daniel,74 Rue De La République,0
100061,Boyer,Stephanie,88 Rue Du Stade,0
100062,Simon,Frederic,136 Avenue De La Gare,2
100063,Francois,Catherine,18 Avenue Des Tilleuls,2
100064,Inconnu,Aurelie,43 Boulevard De L'Hôpital,0
100065,Boyer,Lea,73 Rue De La Gendarmerie,4
100066,Durand,Stephane,129 Boulevard Des Platanes,0
100067,Andre,Marie,131 Avenue Des Écoles,0
100068,Legrand,Julien,67 Rue Des Écoles,0
100069,Robert,Christophe,56 Avenue Du Général De Gaulle,0
100070,Inconnu,Stephane,144 Avenue De La Poste,0
100071,Lopez,Oceane,125 Avenue Jean Jaurès,4
100072,Garcia,Emilie,122 Rue Pasteur,4
100073,Robin,Frederic,117 Rue De L'Église,2
100074,Nicolas,Nathalie,44 Rue De La République,3
100075,Denis,Fabrice,129 Avenue Du Général De Gaulle,0
100076,Lambert,Julie,86 Boulevard Clemenceau,0
100077,Laurent,Alain,63 Avenue De La Gare,2
100078,Legrand,Patrick,34 Avenue Des Lilas,0
100079,Blanc,Lisa,91 Boulevard Des Sports,0
100080,Clement,Nicole,104 Rue De L'Essonne,0
100081,Masson,Isabelle,80 Avenue De La Poste,0
100082,Bonnet,Inconnu,33 Boulevard De La Paix,0
100083,Garcia,Nathalie,138 Rue Gambetta,0
100084,Petit,Julien,87 Avenue De La Gare,0
100085,Duval,Vincent,58 Avenue Des Tilleuls,0
100086,Joly,Claire,40 Avenue Des Tilleuls,4
100087,Martinez,Camille,53 Rue De La Mairie,1
100088,Lefebvre,Dominique,95 Boulevard Victor Hugo,0
100089,Mercier,Pascale,113 Boulevard Des Champs,0
100090,Chevalier,Michel,99 Boulevard Victor Hugo,3
100091,David,Emilie,65 Rue De L'Église,0
100092,Gerard,Nicolas,29 Boulevard Victor Hugo,0
100093,Morel,Nicolas,136 Boulevard Victor Hugo,4
100094,David,Aurelie,79 Rue Du Commerce,2
100095,Roussel,Alain,8 Boulevard Des Champs,0
100096,Blanc,Catherine,115 Avenue De La Gare,0
100097,Clement,Inconnu,84 Rue De La République,0
100098,Inconnu,Patrick,19 Boulevard Victor Hugo,1
100099,Rousseau,Bernard,146 Avenue Des Écoles,4
100100,Nguyen,Anne,129 Boulevard De La Paix,3
100101,Rousseau,Anne,103 Boulevard De L'Hôpital,2
100102,Rousseau,Thierry,95 Avenue Des Lilas,0
100103,Vincent,Bruno,143 Avenue De La Poste,4
100104,Boyer,Jacqueline,80 Avenue François Mitterrand,0
100105,Nguyen,Julien,146 Rue Pasteur,3
100106,Rousseau,Karine,76 Avenue De La Gare,4
100107,Roche,Francine,12 Rue De L'Essonne,2
100108,Andre,Virginie,44 Rue Nationale,0
100109,Garcia,Brigitte,17 Rue Pasteur,0
100110,Lefebvre,Nicolas,89 Avenue De L'Europe,0
100111,Guerin,Corinne,104 Avenue Des Écoles,0
100112,Gauthier,Camille,99 Avenue Foch,0
100113,Lefevre,Brigitte,92 Boulevard De L'Hôpital,0
100114,Durand,Laurent,10 Rue Des Écoles,3
100115,Lopez,Valerie,11 Rue De La République,0
100116,Boyer,Alain,148 Avenue De La Gare,4
100117,Leroy,Nicolas,148 Boulevard De La Paix,3
100118,Dumont,Sebastien,119 Avenue De La Poste,0
100119,Leroy,Brigitte,121 Avenue Du Général De Gaulle,0
100120,Durand,Philippe,31 Rue De L'Église,2
100121,Blanc,Virginie,38 Avenue De L'Europe,0
100122,Roussel,Lea,123 Avenue Carnot,1
100123,Fontaine,Lea,75 Boulevard Victor Hugo,3
100124,Robert,Sandrine,133 Boulevard Des Platanes,1
100125,Garcia,Karine,150 Rue De L'Essonne,0
100126,Morel,Sophie,64 Rue Du Commerce,4
100127,Gauthier,Marie,68 Rue Gambetta,3
100128,Roussel,Sandrine,95 Rue De L'Essonne,1
100129,Blanc,Lea,76 Avenue De La Poste,1
100130,Bonnet,Martine,7 Boulevard Des Platanes,1
100131,Dupont,Sebastien,8 Boulevard Des Platanes,2
100132,Girard,Emma,16 Rue Nationale,4
100133,Nguyen,Pascale,122 Rue De L'Essonne,0
100134,Robin,Alain,94 Avenue Des Lilas,4
100135,Thomas,Martine,118 Avenue François Mitterrand,0
100136,Laurent,Fabrice,12 Boulevard Victor Hugo,4
100137,Simon,Olivier,129 Avenue De La Gare,4
100138,Vincent,Nathalie,84 Avenue Des Lilas,1
100139,Muller,Virginie,9 Rue Gambetta,1
100140,Boyer,Sarah,50 Rue De La Gendarmerie,0
100141,Blanc,Lisa,22 Rue Des Roses,0
100142,Francois,Eric,110 Avenue De La Poste,0
100143,Lefebvre,Vincent,144 Avenue De La Poste,0
100144,Durand,Martine,106 Rue De La Gendarmerie,0
100145,Lemaire,Julien,19 Rue De La Mairie,0
100146,Bonnet,Jean,148 Rue De L'Église,2
100147,Andre,Philippe,58 Rue Nationale,0
100148,Martinez,Francine,20 Boulevard Des Champs,4
100149,Leroy,Sophie,72 Rue De La Mairie,0
100150,Roux,Monique,44 Boulevard Victor Hugo,2
100151,Legrand,Bernard,146 Rue De La République,1
100152,Nguyen,Nathalie,104 Avenue Des Lilas,0
100153,Perrin,Stephane,105 Rue De La Mairie,0
100154,Lopez,Vincent,57 Boulevard Liberté,0
100155,Robin,Christophe,45 Rue De L'Essonne,0
100156,Dupont,Patrick,146 Rue Gambetta,3
100157,Legrand,Oceane,91 Rue Nationale,0
100158,Henry,Karine,65 Avenue De La Poste,2
100159,Nicolas,Valerie,141 Avenue Jean Jaurès,3
100160,Boyer,Francine,80 Avenue François Mitterrand,0
100161,Nicolas,Emilie,97 Avenue Des Lilas,3
100162,Duval,Bruno,85 Avenue François Mitterrand,0
100163,Petit,Nicolas,96 Rue Des Écoles,2
100164,Roux,Marie,94 Rue Des Écoles,4
100165,Michel,Brigitte,37 Avenue Foch,1
100166,Joly,Veronique,11 Avenue Des Tilleuls,4
100167,Roy,Corinne,24 Boulevard Clemenceau,0
100168,Mercier,Aurelie,4 Rue Des Roses,0
100169,Roger,Jacqueline,16 Boulevard Des Champs,0
100170,Bonnet,Vincent,63 Avenue François Mitterrand,0
100171,Lefebvre,Alain,115 Boulevard De L'Hôpital,0
100172,Mercier,Olivier,58 Boulevard Des Sports,2
100173,Martin,Frederic,46 Rue Du Commerce,0
100174,Leroy,Eric,140 Rue Du Commerce,0
100175,Lambert,Martine,39 Boulevard Des Sports,0
100176,Inconnu,Eric,8 Rue De La Mairie,4
100177,Lopez,Veronique,60 Rue De L'Église,2
100178,Inconnu,Vincent,126 Rue Pasteur,2
100179,Simon,Thierry,Adresse_Inconnue,1
100180,Martinez,Manon,26 Avenue François Mitterrand,2
100181,Clement,Thierry,33 Rue De La République,0
100182,Robert,Delphine,94 Avenue Carnot,0
100183,Roger,Manon,112 Rue De La Mairie,2
100184,Joly,Christine,135 Avenue Foch,3
100185,Garnier,Patrick,57 Rue De L'Essonne,0
100186,Roger,Christophe,92 Rue De L'Église,3
100187,Lemaire,Claire,112 Boulevard Des Platanes,4
100188,Gerard,Monique,10 Rue De La Mairie,0
100189,Gerard,Laurent,142 Boulevard Victor Hugo,0
100190,Laurent,Inconnu,47 Rue Nationale,0
100191,Andre,Caroline,78 Rue De La Mairie,4
100192,Leroy,Francine,127 Rue De L'Essonne,3
100193,Bertrand,Sophie,47 Avenue Des Lilas,0
100194,Inconnu,Valerie,81 Rue Du Commerce,0
100195,Lambert,Catherine,78 Boulevard Clemenceau,2
100196,Lefevre,Virginie,96 Boulevard Liberté,0
100197,David,Delphine,51 Avenue Foch,0
100198,Martin,Olivier,120 Rue De L'Essonne,0
100199,Thomas,Pascale,38 Avenue Carnot,0
100200,Durand,Emma,41 Avenue De La Gare,0
100201,Denis,Celine,108 Avenue De La Poste,3
100202,Denis,Julie,109 Boulevard De L'Hôpital,0
100203,Leroy,Stephane,53 Rue Pasteur,0
100204,Rousseau,Lisa,21 Rue Du Stade,1
100205,Boyer,Karine,114 Rue De La Gendarmerie,0
100206,Vincent,Veronique,75 Avenue Du Parc,0
100207,Gerard,Laetitia,41 Rue Nationale,0
100208,Roussel,David,106 Boulevard De La Paix,0
100209,Nguyen,Sylvie,27 Boulevard De La Paix,0
100210,Bertrand,Christophe,121 Rue Gambetta,0
100211,Lambert,Catherine,47 Avenue Du Parc,3
100212,Durand,Manon,126 Rue De L'Église,0
100213,Clement,Patrick,103 Rue Des Roses,0
100214,Lefevre,Manon,56 Avenue De L'Europe,0
100215,Duval,Anne,16 Boulevard Des Sports,0
100216,Fontaine,Marianne,89 Avenue Du Parc,1
100217,Petit,Lea,23 Rue De La République,1
100218,Guerin,Nicolas,120 Avenue Jean Jaurès,1
100219,Lopez,Nicolas,64 Avenue Du Général De Gaulle,1
100220,David,David,65 Avenue Foch,2
100221,Inconnu,Camille,54 Rue Des Roses,0
100222,Nguyen,Francine,60 Rue Du Commerce,2
100223,Bernard,Brigitte,52 Boulevard Victor Hugo,0
100224,Vincent,Bernard,1 Avenue François Mitterrand,0
100225,Simon,Thierry,31 Boulevard Des Sports,0
100226,Petit,Patrick,118 Boulevard Des Sports,0
100227,Roux,Virginie,126 Rue De L'Essonne,1
100228,Nguyen,Isabelle,138 Boulevard Liberté,0
100229,Denis,Vincent,119 Rue De L'Essonne,1
100230,Chevalier,Virginie,70 Boulevard Des Sports,0
100231,Michel,Chantal,65 Boulevard Clemenceau,4
100232,Gauthier,Martine,Adresse_Inconnue,0
100233,Inconnu,Laurent,27 Avenue Du Général De Gaulle,2
100234,Fontaine,Celine,64 Avenue Jean Jaurès,3
100235,David,Sarah,33 Rue Pasteur,1
100236,Bernard,Corinne,17 Rue De La Mairie,0
100237,Durand,Christine,12 Avenue De La Gare,3
100238,Denis,Daniel,146 Boulevard Des Sports,4
100239,Legrand,Sophie,113 Avenue Jean Jaurès,0
100240,Denis,Alain,9 Avenue François Mitterrand,4
100241,Gerard,Valerie,89 Rue Des Roses,0
100242,Bonnet,Anne,81 Avenue Des Lilas,1
100243,Boyer,Christine,92 Boulevard Des Champs,0
100244,Lemaire,Christophe,133 Rue Du Stade,0
100245,Roche,Patrick,86 Avenue Foch,0
100246,Thomas,Monique,131 Avenue Des Écoles,2
100247,Thomas,Anne,2 Rue De L'Église,0
100248,Martinez,Claire,87 Boulevard Des Champs,4
100249,Blanc,Bruno,101 Boulevard Victor Hugo,2
100250,Gautier,Nathalie,4 Rue Gambetta,0
100251,David,Stephanie,40 Avenue Foch,0
100252,Michel,Christine,20 Boulevard Victor Hugo,0
100253,Fontaine,Olivier,145 Avenue De L'Europe,0
100254,Noel,Patrick,12 Avenue Carnot,0
100255,Mathieu,Isabelle,49 Avenue Des Écoles,2
100256,Nicolas,Camille,76 Avenue Carnot,3
100257,Sanchez,Veronique,65 Boulevard Victor Hugo,0
100258,Petit,Valerie,107 Boulevard Liberté,3
100259,Dubois,Karine,83 Avenue Des Tilleuls,3
100260,Fontaine,Sarah,113 Boulevard Liberté,4
100261,Lambert,Vincent,55 Rue Gambetta,0
100262,Richard,Daniel,1 Rue Gambetta,4
100263,Dubois,Nicolas,144 Rue Des Écoles,0
100264,Moreau,Thierry,118 Rue Gambetta,0
100265,Bernard,Corinne,102 Boulevard Liberté,0
100266,Vincent,Philippe,75 Avenue Carnot,0
100267,Clement,Francoise,140 Rue De La République,1
100268,Boyer,Monique,20 Rue Nationale,4
100269,Martinez,Stephane,127 Avenue Des Tilleuls,0
100270,Vincent,Philippe,147 Avenue De L'Europe,0
100271,Dumont,Delphine,75 Avenue De L'Europe,0
100272,Inconnu,Marie,14 Rue De La République,0
100273,Fournier,Emma,54 Rue Gambetta,0
100274,Martinez,Karine,119 Avenue François Mitterrand,0
100275,Andre,Martine,101 Rue Pasteur,0
100276,Martin,Isabelle,91 Avenue Jean Jaurès,0
100277,Legrand,Bernard,86 Avenue Foch,0
100278,Inconnu,Valerie,111 Avenue Des Écoles,4
100279,Nicolas,Caroline,109 Avenue Carnot,4
100280,Nguyen,Delphine,3 Boulevard Victor Hugo,0
100281,Moreau,Martine,148 Rue De L'Essonne,0
100282,Lambert,Laurent,102 Avenue Jean Jaurès,3
100283,Morel,Michel,68 Avenue Du Parc,0
100284,Guerin,Sarah,124 Avenue De L'Europe,1
100285,Girard,Oceane,119 Avenue Foch,0
100286,Inconnu,Catherine,25 Rue Du Stade,2
100287,Roussel,Nathalie,3 Avenue Foch,0
100288,Duval,Francoise,120 Avenue Des Tilleuls,4
100289,Noel,Nathalie,7 Rue Nationale,0
100290,Vincent,Francoise,96 Rue Gambetta,4
100291,Henry,Delphine,105 Avenue Jean Jaurès,3
100292,Martin,Eric,82 Boulevard De La Paix,4
100293,Girard,Marie,23 Rue De L'Église,1
100294,Boyer,Bernard,41 Avenue Du Parc,4
100295,Roux,Vincent,148 Rue Des Roses,0
100296,Lefebvre,Claire,102 Boulevard De L'Hôpital,0
100297,Fournier,Aurelie,137 Rue De La République,3
100298,Mercier,Alain,87 Boulevard Liberté,0
100299,Girard,Christine,116 Boulevard Liberté,0
100300,Fontaine,Catherine,124 Avenue De La Poste,0
100301,Moreau,Stephanie,41 Rue De La République,2
100302,Garnier,Fabrice,78 Avenue De La Gare,0
100303,David,Alain,133 Rue De L'Église,0
100304,Noel,Nicole,89 Rue De La République,4
100305,Garcia,Oceane,24 Avenue Du Parc,2
100306,Fournier,Frederic,15 Avenue Des Lilas,0
100307,Nguyen,Eric,144 Boulevard Liberté,0
100308,Girard,Francine,24 Rue De L'Église,0
100309,Laurent,Pascal,66 Avenue Des Écoles,0
100310,Blanc,Isabelle,122 Boulevard Des Champs,0
100311,Martin,Alain,133 Avenue Du Général De Gaulle,0
100312,Denis,Sandrine,7 Rue Du Stade,3
100313,Nguyen,Pascal,77 Rue De La Mairie,0
100314,Noel,Pierre,21 Rue De L'Essonne,1
100315,Muller,Julie,142 Rue Gambetta,0
100316,Roux,Stephane,11 Rue De L'Essonne,1
100317,Roger,Vincent,95 Boulevard Des Platanes,0
100318,Dumont,Nicole,122 Rue Des Écoles,0
100319,Chevalier,Valerie,63 Boulevard Liberté,0
100320,Rousseau,David,131 Boulevard Des Champs,0
100321,Lambert,Bernard,148 Avenue De La Gare,3
100322,Duval,Sebastien,12 Avenue Du Parc,2
100323,Michel,Julie,69 Boulevard Victor Hugo,0
100324,Gautier,David,65 Boulevard Des Champs,4
100325,Bernard,Bruno,88 Avenue François Mitterrand,0
100326,Boyer,Marie,75 Rue De L'Essonne,0
100327,Robin,Emma,10 Avenue Foch,0
100328,David,Claire,73 Avenue De La Poste,0
100329,Joly,Nicolas,102 Boulevard Liberté,0
100330,Robin,Aurelie,44 Avenue François Mitterrand,2
100331,Morel,Frederic,104 Rue Gambetta,0
100332,Garnier,Emma,78 Boulevard Des Champs,0
100333,Gautier,Martine,79 Boulevard De La Paix,3
100334,Lefebvre,Fabrice,135 Rue Du Stade,0
100335,Henry,Veronique,Adresse_Inconnue,0
100336,Simon,Alain,55 Avenue Des Lilas,4
100337,Girard,Vincent,49 Rue De L'Essonne,3
100338,Laurent,Marie,56 Avenue Des Écoles,0
100339,Inconnu,Jacqueline,30 Rue De L'Église,2
100340,Fontaine,Delphine,118 Boulevard Des Champs,3
100341,Noel,Catherine,78 Avenue Des Tilleuls,0
100342,Lefevre,Emilie,8 Avenue François Mitterrand,0
100343,Robert,Anne,26 Avenue François Mitterrand,0
100344,Clement,Michel,65 Boulevard De La Paix,2
100345,Bonnet,Veronique,64 Rue De L'Essonne,2
100346,Gauthier,Aurelie,138 Rue Gambetta,0
100347,Muller,Dominique,99 Rue Du Stade,4
100348,Morel,Laetitia,26 Rue De La Gendarmerie,2
100349,Durand,Michel,133 Boulevard De La Paix,1
100350,Garnier,Claire,80 Rue Des Écoles,0
100351,Moreau,Laetitia,49 Rue Gambetta,3
100352,Lambert,Julien,42 Avenue Des Lilas,0
100353,Muller,Thierry,5 Avenue Du Général De Gaulle,0
100354,Rousseau,Emilie,144 Rue Gambetta,0
100355,Dubois,Emilie,125 Rue Du Stade,1
100356,Roussel,Francine,19 Rue De L'Essonne,0
100357,Bernard,Delphine,106 Avenue Du Général De Gaulle,0
100358,Robert,Lea,38 Rue Gambetta,0
100359,Legrand,Nicole,149 Avenue De L'Europe,3
100360,Fontaine,Eric,103 Boulevard Liberté,0
100361,Mercier,Philippe,68 Rue De L'Église,0
100362,Muller,Jean,96 Rue Des Roses,2
100363,Lefebvre,Oceane,10 Avenue Carnot,2
100364,Durand,Sebastien,67 Avenue Des Tilleuls,0
100365,Guerin,Delphine,24 Avenue Jean Jaurès,2
100366,Muller,Laetitia,1 Boulevard De L'Hôpital,4
100367,Leroy,Philippe,14 Rue De La République,0
100368,Robin,Karine,126 Rue De L'Essonne,3
100369,Petit,Alain,95 Rue De La République,0
100370,Fournier,Claire,90 Rue De L'Essonne,4
100371,Dumont,Julie,128 Boulevard De L'Hôpital,1
100372,Henry,Stephane,68 Boulevard Victor Hugo,4
100373,Chevalier,Emilie,32 Boulevard Victor Hugo,3
100374,Legrand,Julien,49 Rue Des Roses,2
100375,Gautier,Eric,41 Avenue De La Gare,0
100376,Fournier,Sebastien,114 Boulevard De L'Hôpital,0
100377,Inconnu,Nathalie,139 Boulevard De La Paix,0
100378,Fontaine,Emma,106 Avenue De La Gare,0
100379,Girard,Francoise,33 Rue De L'Essonne,0
100380,Joly,Bruno,60 Avenue Du Général De Gaulle,0
100381,Noel,Frederic,100 Avenue De L'Europe,0
100382,Leroy,Veronique,25 Avenue Foch,0
100383,Roger,Laetitia,28 Avenue Des Écoles,3
100384,Fontaine,Virginie,23 Boulevard Victor Hugo,4
100385,Robin,Vincent,92 Avenue De La Poste,3
100386,Lemaire,Michel,144 Boulevard Victor Hugo,0
100387,Dumont,Inconnu,29 Rue Gambetta,0
100388,Legrand,Aurelie,116 Avenue François Mitterrand,1
100389,Inconnu,Caroline,91 Avenue Carnot,4
100390,Richard,Lea,150 Rue De La République,0
100391,Noel,Francine,6 Rue De L'Essonne,0
100392,Mercier,Lea,133 Boulevard Victor Hugo,4
100393,Bertrand,Oceane,1 Boulevard Clemenceau,0
100394,Boyer,Marianne,7 Rue Des Roses,0
100395,Laurent,Caroline,86 Avenue Carnot,0
100396,Roche,Caroline,89 Avenue De La Gare,3
100397,Thomas,Sylvie,48 Rue De La Mairie,2
100398,Morin,Nicolas,129 Avenue Carnot,1
100399,Bertrand,Bernard,131 Avenue Du Général De Gaulle,0
100400,Nguyen,Anne,21 Avenue Des Tilleuls,0
100401,Gautier,Emilie,52 Rue Nationale,4
100402,Mathieu,Francine,69 Rue De La Mairie,4
100403,Garcia,David,62 Boulevard De L'Hôpital,0
100404,Muller,Olivier,110 Boulevard De La Paix,0
100405,Noel,Lisa,113 Rue De La Gendarmerie,0
100406,Inconnu,Alain,7 Rue Des Roses,3
100407,Guerin,Lea,109 Avenue De La Gare,0
100408,Henry,David,96 Avenue Des Tilleuls,0
100409,Rousseau,Chantal,146 Avenue Jean Jaurès,3
100410,Sanchez,Monique,36 Boulevard De L'Hôpital,0
100411,Girard,Julie,64 Rue Gambetta,1
100412,Martinez,Jacqueline,16 Rue Pasteur,1
100413,Noel,Fabrice,146 Boulevard De L'Hôpital,0
100414,Morin,Manon,51 Avenue Carnot,3
100415,Roche,Lea,71 Avenue Carnot,0
100416,Lambert,Sarah,71 Boulevard Victor Hugo,0
100417,Legrand,Veronique,105 Rue De L'Église,0
100418,Laurent,Brigitte,146 Avenue Des Tilleuls,0
100419,Michel,Virginie,150 Avenue Jean Jaurès,0
100420,Henry,Monique,142 Boulevard Des Champs,3
100421,Clement,Olivier,62 Rue Des Roses,0
100422,Vincent,Daniel,134 Avenue Carnot,1
100423,Leroy,Francoise,84 Rue Des Écoles,0
100424,Fontaine,Laetitia,148 Rue De L'Essonne,4
100425,Lopez,Manon,86 Avenue Des Tilleuls,4
100426,Martinez,Frederic,77 Avenue De La Gare,0
100427,Dumont,Virginie,55 Rue Des Roses,0
100428,Roche,Veronique,107 Avenue Carnot,0
100429,Guerin,Aurelie,149 Avenue Carnot,2
100430,Henry,David,79 Avenue Du Parc,3
100431,Bernard,Stephane,41 Rue De L'Essonne,0
100432,Guerin,Delphine,28 Avenue Carnot,0
100433,Faure,Valerie,146 Avenue Des Écoles,3
100434,Moreau,Virginie,52 Rue De L'Essonne,0
100435,Dumont,Frederic,8 Avenue De La Poste,0
100436,Morin,Julie,74 Rue De La République,1
100437,Mercier,Emilie,107 Rue Nationale,0
100438,Lemaire,Eric,81 Avenue Foch,3
100439,Noel,Lea,30 Boulevard De L'Hôpital,0
100440,Roger,Pierre,142 Rue Des Écoles,3
100441,Roy,Francine,37 Rue De La Mairie,3
100442,Masson,Celine,9 Avenue De La Poste,1
100443,Lefevre,Sandrine,60 Rue Du Stade,0
100444,Masson,Veronique,6 Avenue De La Poste,3
100445,Dubois,Sylvie,91 Boulevard Des Champs,0
100446,Moreau,Monique,16 Rue Du Commerce,2
100447,Simon,Jacqueline,41 Avenue De La Poste,0
100448,Leroy,Chantal,55 Rue De L'Essonne,0
100449,Roux,Bruno,85 Boulevard Victor Hugo,1
100450,Inconnu,Laurent,60 Rue De La République,0
100451,Roche,Stephanie,84 Boulevard De La Paix,1
100452,Gauthier,Veronique,31 Boulevard De La Paix,4
100453,Vincent,Laetitia,9 Avenue De La Poste,0
100454,Simon,Stephane,48 Rue Des Écoles,2
100455,Vincent,Nicole,149 Boulevard Liberté,0
100456,Morel,Sebastien,125 Avenue Des Tilleuls,2
100457,Robert,Lisa,50 Avenue Carnot,0
100458,Lemaire,Jean,97 Avenue Des Tilleuls,3
100459,Blanc,Eric,71 Boulevard Victor Hugo,2
100460,Nguyen,Pierre,44 Rue De L'Essonne,0
100461,Joly,Philippe,81 Boulevard Des Platanes,0
100462,Perrin,Martine,108 Rue De La Gendarmerie,3
100463,Garnier,Eric,69 Rue De La Gendarmerie,0
100464,Lemaire,Thierry,5 Avenue Foch,1
100465,Inconnu,Francine,105 Rue Des Écoles,0
100466,Andre,Emma,29 Avenue Foch,1
100467,David,Lisa,19 Avenue Des Tilleuls,1
100468,Legrand,Nicolas,118 Avenue De La Poste,0
100469,Morel,Stephane,35 Boulevard De L'Hôpital,0
100470,Richard,Jacqueline,20 Avenue Jean Jaurès,0
100471,Morin,Nicole,32 Avenue François Mitterrand,3
100472,Chevalier,Michel,28 Rue Du Stade,0
100473,Rousseau,Nathalie,40 Boulevard De La Paix,0
100474,Fontaine,Sarah,44 Rue Pasteur,3
100475,Roussel,Francoise,26 Rue Des Écoles,4
100476,Gauthier,Emilie,77 Rue De L'Église,2
100477,Garnier,Brigitte,9 Boulevard Victor Hugo,0
100478,Rousseau,Francoise,93 Rue Des Roses,3
100479,Inconnu,Emilie,1 Boulevard Victor Hugo,4
100480,Girard,Frederic,106 Avenue De La Poste,0
100481,Thomas,Daniel,8 Rue De L'Essonne,3
100482,Richard,Daniel,57 Boulevard Des Champs,0
100483,Morel,Bruno,71 Rue De L'Église,4
100484,Roche,Stephanie,18 Avenue Des Tilleuls,1
100485,Leroy,David,15 Avenue Des Tilleuls,0
100486,Blanc,Lisa,47 Avenue Des Lilas,4
100487,Leroy,Marianne,118 Rue Du Commerce,0
100488,Mercier,Laurent,43 Rue De La Gendarmerie,0
100489,Thomas,Caroline,82 Rue De La Gendarmerie,0
100490,Leroy,Karine,117 Avenue De L'Europe,3
100491,Dubois,Lea,13 Rue Gambetta,0
100492,Lefevre,Corinne,127 Rue Nationale,0
100493,Martin,Stephane,72 Avenue Des Lilas,0
100494,Gauthier,Monique,136 Avenue De La Gare,1
100495,Garnier,Catherine,127 Rue Gambetta,1
100496,Girard,Nicolas,41 Avenue Des Écoles,0
100497,Faure,Corinne,31 Avenue Du Général De Gaulle,0
100498,Martinez,Julie,62 Avenue Des Tilleuls,0
100499,Blanc,Aurelie,131 Boulevard Des Sports,0
100500,Martin,Thierry,150 Avenue Foch,3
100501,Guerin,Eric,11 Rue Du Stade,0
100502,Inconnu,Virginie,48 Avenue Du Général De Gaulle,4
100503,Henry,Dominique,113 Avenue Foch,4
100504,Durand,Aurelie,142 Avenue De L'Europe,2
100505,Girard,Frederic,30 Avenue Des Écoles,0
100506,Perrin,Anne,133 Boulevard Victor Hugo,4
100507,Noel,Corinne,102 Rue De La Gendarmerie,0
100508,Duval,Bernard,111 Avenue François Mitterrand,0
100509,Morin,Patrick,62 Avenue Des Lilas,0
100510,Noel,Laurent,16 Boulevard Des Platanes,0
